0001,Objeto con asas pequeñas. Recompuesto desde varias piezas. Pequeños trozos faltantes
0002,Objeto extendido con pequelas asas. Coloración uniforme. Muestras de exposición al fuego.
0003,Bordes no uniformes. Partes faltantes en la base. No patrones.  Muestras de exposición al fuego.
0004,Objeto con bordes dañados y piezas reconstituidas. Muestras de exposición al fuego.
0005,Objeto de color uniforme. Filo en buen estado. Presenta poco daño y algunas piezas reconstituidas.
0006,Objeto con asas pequeñas. Presencia de exposición al fuego y deterioro de la superficie. 
0007,Objeto extendido con señales de mucho uso. Coloración no uniforme y pequeñas asas 
0008,Objeto con daño superficial en un lado del borde. Utensilio de cocina expuesto a fuego. Señales de deterioro por moho. 
0009,Objeto extendido con asas pequeñas y algo de daño en los bordes. Pocas partes reconstituidas.
0010,Objeto reconstituido desde fragmentos. Se utilizó pegamento sintético para reconstituir el objeto. Partes faltantes. Posee asas pequeñas. 
0011,Objeto extendido con ligero daño superficial. Posee asas pequeñas. Bordes uniformes y base faltante. 
0012,Objeto reconstituido desde fragmentos grandes. Utensilio de cocina con muestras de esposición al fuego. Asas pequeñas y partes faltantes.
0013,"Objeto completo de bordes uniformes.  Pequeñas asas. Muestras ligeras de decoloración, probablemente por su permanencia bajo tierra."
0014,Plato de piedra trabajada. Reconstituido desde tres piezas
0015,"Objeto con exposición de calor en su base. Muestras de pegamento en etiqueta, probablemente para identificarlo en algún lugar previo al museo.  Parte faltante grande."
0016,Plato de superficie uniforme y borde uniforme con una parte faltante en el borde. 
0017,Objeto con alas pequeñas y muestras de deterioro en la base por exposición al calor.  Manchas producto de la humedad. 
0018,Objeto con pequeñas asas y muestras de deterioro en la superficie por contacto con terreno de cal. 
0019,Objeto con pigmentación dañada y parte faltante en una parte de la base.
0020,Objeto de asas pequeñas y muestras de exposición a fuego en la base. El objeto está completo. Los bordes son intencionalmente no uniformes.
0021,Objeto con deterioro de color por exposición al fuego. Falta una parte pequeña del borde. Marca de identificación anterior.
0022,Objeto de bordes intencionalmente no uniformes.  Reconstituido de varias piezas usando pegamento sintético.
0023,"Objeto con daño de pigmentación, por exposición a calor en la base y por presión en lugar de excavación."
0024,Objeto con dos partes faltantes y señales de deterioro de color por pegatina para identificación anterior.  Objeto reconstitiudo desde sus partes.
0025,Objeto de pigmentación uniforme. Contiene señales de exposición a calor en un lado de la base. 
0026,"Objeto con pigmentación variable. Muestras de deterioro por humedad en los bordes, posiblemente por su uso para mantener líquidos más que para cocinar."
0027,Cuenco multicolor. Patrones vívidos pintados con pincel. Los patrones repetitivos son representaciones romboidales 
0028,Objeto con dos asas pequeñas a los bordes del mismo. Patrones en forma de escalera que se repiten a lo largo de la cara lateral del objeto.
0029,Botella con asa y patrones geométricos.  En la parte lateral se repite un patrón parecido a una serpiente. Otra forma de serpiente aparece en la parte superior del cuerpo del objeto siguiendo una línea zigzag.
0030,Botella sin asa con patrones pigmentadosen forma de letra J. Señal de deterioro en la base posiblemente por exposición al terreno en donde estaba enterrado.
0031,Cuenco multicolor. Patrones de líneas verticales en el centro de la cara lateral. En la parte superior existe un patrón repetitivo que representa una montaña con dos árboles que sobresalen de ella.
0032,"Objeto tipo olla con dos tipos de patrones repetitivos. En la base se repite un círculo de color blanco a lo largo de toda la cara lateral. En la parte superior, un patrón triangular invertido se extiende por toda la cara lateral."
0033,Cuenco con diseño simple. Una franja horizontal de color negro se extiende por toda la cara lateral.
0034,Cuenco con diseño simple. Una franja horizontal de color claro se extiende por toda la cara lateral. El objeto muestra deterioro de la pigmentación en la cara lateral.
0035,Objeto con una franja horizontal negra en la cara lateral. Patrones geométricos complejos que contienen rombos y triángulos invertidos negros repetitivos en el borde superior de la cara lateral.
0036,"Objeto de pictografía compleja. Rostro de guerrero repetido en la cara lateral, rodeado de patrones en forma escalonada. En la parte baja de la cara lateral, se repite el patrón de un círculo blanco sobre una franja horizontal de color negro."
0037,Objeto de pictografía compleja. En la parte baja de la cara lateral existe un patrón repetitivo en forma de escalón continuo. El objeto muestra tres repeticiones de un patrón de cuatro triángulos invertidos que convergen en un círculo central. La pictografía se llena con un patrón de triángulos encadenados en forma de grilla.
0038,"Objeto de pictografía compleja. Dos filos superior e inferior en la cara lateral muestran un patrón de escalón continuo. En el centro de la parte lateral, cadenas de patrones triangulares de diferentes colores se intercalan ."
0039,Objeto con patrón repetitivo de una flor grande de pétalos notorios. 
0040,"Objeto de pictografía compleja. El objeto contiene dos hileras de patrones repetitivos horizontales. En la parte superior, escaleras opuestas ubicadas en pares. En la parte inferior, escaleras en un solo sentido van a lo largo de toda la base."
0041,Dos bandas horizontales de color negro delimitan un patrón de zigzag en donde predominan círculos blancos de centro oscuro.
0042,Dos bandas horizontales de color blanco delimitan un patrón entrelazado en zigzag. El fondo del patrón es oscuro y las líneas encima son claras.
0043,Patrón repetitivo de triángulos encadenados oscuros sobre una banda lateral  delimitada por dos líneas horizontales oscuras.
0044,Dos bandas horizontales de color blanco delimitan un patrón entrelazado en zigzag. El fondo del patrón es oscuro y las líneas encima son claras. El patrón general se encuentra en la parte superior del objeto.
0045,Olla con dos asas de mediano tamaño. Predominan patrones en zigzag con triángulos encadenados de color oscuro.
0046,"Objeto con pictografía compleja. Existe un alto grado de deterioro en algunas partes del objeto. La parte lateral posee dos bandas de color claro con patrones repetitivos de motivos oscuros, pero que son poco identificables. Al centro de la parte lateral existen patrones en forma de rejilla diagonal que se repiten en todo el objeto."
0047,"Objeto con pictografía compleja. La escena parece retratar un evento en el mar. En las caras de mator área, se logra apreciar un pez saltando en el agua. Se logra apreciar claramente la aleta que sale del pez. La hipótesis de que es una escena acuática se refuerza por los patrones de ondas (olas) que aparecen en las caras de menor área."
0048,La parte externa del objeto carece de pictografía. La parte interna contiene patrones geométricos simples que se repiten en el borde del objeto.
0049,El objeto muestra patrones repetitivos en forma de letra S invertida con múltiples colores.
0050,El objeto muestra una representación de un ave con ojos identificables y asas medianas. El objeto muestra exposición al fuego en la parte baja. El decorado está compuesto por franjas rojas verticales que se repiten en todo el objeto.
0051,El objeto contiene una picrografía que parece representar pares de ojos. Se puede apreciar los bordes oscuros de los ojos y las formas alargadas.
0052,El objeto muestra deterioro por fuego y humedad.  Una franja oscura delimita la pictografía en la cara lateral del objeto. Una línea en zigzag clara se extiende hasta la parte superior.
0053,El objeto muestra una franja gruesa horizontal de color oscuro. Encima de la franja hay un patrón repetitivo en forma de cuña de color claro.
0054,Una botella que parece representar a una persona. Se nota claramente la protuberancia de la nariz y los ojos pintados al costado. El cuerpo del objeto parece contener la representación pictográfica de las partes del cuerpo del humano representado.
0055,"El objeto muestra exposición a fuente de calor. La representación pictórica muestra una suerte de collar en el cuello de la botella, desde donde se descuelgan hilos curvos. El collar está decorado con círculos de color claro que se repiten constantemente en el collar."
0056,"Objeto con pictografía colorida. Varias bandas horizontales de colores demarcan los patrones de la cara lateral. Al centro existen representaciones de lanzas que se conjugan en diferentes direcciones. En la parte superior, cerca del borde del objeto se aprecia un objeto repetitivo cuya forma está poco definida."
